Region,Country,Item Type,Sales Channel,Order Priority,Order Date,Order ID,Ship Date,Units Sold,Unit Price,Unit Cost,Total Revenue,Total Cost,Total Profit
Asia,Singapore,Office Supplies,Offline,Low,2026-07-05,1158,2026-07-15,3818,756.14,445.57,2886942.52,1701186.26,1185756.26
North America,Mexico,Food,Online,Critical,2025-10-28,1159,2025-11-04,4550,511.29,258.8,2326369.5,1177540.0,1148829.5
South America,Brazil,Office Supplies,Offline,Medium,2023-06-02,1160,2023-06-12,5828,629.12,434.0,3666511.36,2529352.0,1137159.36
Asia,South Korea,Furniture,Offline,Medium,2023-02-04,1161,2023-02-09,7916,986.16,576.72,7806442.56,4565315.52,3241127.04
South America,Colombia,Office Supplies,Offline,Medium,2024-04-16,1162,2024-04-20,440,217.19,103.41,95563.6,45500.4,50063.2
Africa,Nigeria,Furniture,Offline,Medium,2026-01-22,1163,2026-01-31,7015,959.1,561.63,6728086.5,3939834.45,2788252.05
South America,Chile,Furniture,Online,Critical,2023-10-18,1164,2023-11-01,3480,610.26,345.45,2123704.8,1202166.0,921538.8
Africa,Nigeria,Furniture,Online,Medium,2022-11-01,1165,2022-11-04,3362,160.81,77.05,540643.22,259042.1,281601.12
South America,Argentina,Food,Offline,Medium,2025-02-02,1166,2025-02-12,9182,65.81,52.28,604267.42,480034.96,124232.46
Oceania,New Zealand,Office Supplies,Online,Critical,2023-01-15,1167,2023-01-29,6267,25.49,15.03,159745.83,94193.01,65552.82
North America,United States,Cosmetics,Offline,Medium,2025-09-05,1168,2025-09-11,7524,541.24,360.71,4072289.76,2713982.04,1358307.72
Africa,South Africa,Clothing,Offline,Critical,2025-10-02,1169,2025-10-07,8567,203.47,92.75,1743127.49,794589.25,948538.24
Asia,Japan,Office Supplies,Offline,High,2023-07-20,1170,2023-08-03,4410,849.05,434.21,3744310.5,1914866.1,1829444.4
Africa,Egypt,Electronics,Offline,High,2024-03-06,1171,2024-03-10,8599,868.25,598.59,7466081.75,5147275.41,2318806.34
Europe,France,Electronics,Online,Critical,2026-06-14,1172,2026-06-24,8630,657.68,515.4,5675778.4,4447902.0,1227876.4
South America,Argentina,Food,Offline,High,2021-09-10,1173,2021-09-11,8659,687.83,534.32,5955919.97,4626676.88,1329243.09
Africa,Morocco,Furniture,Online,Low,2023-03-26,1174,2023-03-27,7226,566.82,360.76,4095841.32,2606851.76,1488989.56
Africa,Nigeria,Office Supplies,Offline,Critical,2021-08-28,1175,2021-09-04,9208,689.79,362.91,6351586.32,3341675.28,3009911.04
Europe,Italy,Office Supplies,Online,Low,2025-05-16,1176,2025-05-25,4017,594.12,289.03,2386580.04,1161033.51,1225546.53
Oceania,Fiji,Furniture,Offline,Medium,2023-09-10,1177,2023-09-20,5115,138.17,91.54,706739.55,468227.1,238512.45
Africa,Egypt,Furniture,Online,High,2021-10-09,1178,2021-10-17,4720,14.1,10.61,66552.0,50079.2,16472.8
Oceania,New Zealand,Office Supplies,Offline,Critical,2024-12-12,1179,2024-12-15,3195,918.48,634.93,2934543.6,2028601.35,905942.25
Oceania,New Zealand,Food,Online,Medium,2024-06-14,1180,2024-06-16,3472,113.59,66.04,394384.48,229290.88,165093.6
Europe,Spain,Food,Online,Medium,2022-05-21,1181,2022-05-22,659,139.08,104.73,91653.72,69017.07,22636.65
Asia,India,Furniture,Online,Critical,2021-10-26,1182,2021-11-09,7962,581.91,330.97,4633167.42,2635183.14,1997984.28
Asia,China,Cosmetics,Offline,Low,2025-06-08,1183,2025-06-15,3186,918.36,650.3,2925894.96,2071855.8,854039.16
Asia,Singapore,Office Supplies,Online,Low,2021-09-15,1184,2021-09-25,3363,376.48,280.08,1266102.24,941909.04,324193.2
North America,United States,Office Supplies,Offline,Medium,2022-10-14,1185,2022-10-21,9809,414.84,222.12,4069165.56,2178775.08,1890390.48
Europe,Germany,Food,Online,High,2023-01-03,1186,2023-01-06,3888,897.17,463.41,3488196.96,1801738.08,1686458.88
South America,Colombia,Furniture,Offline,High,2022-09-08,1187,2022-09-12,5700,423.75,256.16,2415375.0,1460112.0,955263.0
Africa,Morocco,Furniture,Online,High,2022-05-06,1188,2022-05-10,1090,88.49,51.51,96454.1,56145.9,40308.2
Asia,Singapore,Cosmetics,Online,Critical,2025-01-21,1189,2025-01-25,8911,567.75,442.94,5059220.25,3947038.34,1112181.91
Europe,United Kingdom,Food,Online,Low,2026-04-20,1190,2026-04-26,7324,894.67,469.83,6552563.08,3441034.92,3111528.16
Oceania,New Zealand,Food,Online,Medium,2021-10-29,1191,2021-11-04,4642,990.49,725.39,4597854.58,3367260.38,1230594.2
Oceania,Fiji,Electronics,Offline,High,2025-12-19,1192,2025-12-24,8441,120.27,59.19,1015199.07,499622.79,515576.28
North America,Mexico,Cosmetics,Online,Critical,2024-04-04,1193,2024-04-18,1642,335.07,245.74,550184.94,403505.08,146679.86
Europe,Italy,Food,Online,Critical,2024-01-04,1194,2024-01-13,469,906.65,456.5,425218.85,214098.5,211120.35
Africa,Morocco,Food,Offline,Low,2022-03-13,1195,2022-03-15,9101,733.42,392.96,6674855.42,3576328.96,3098526.46
Asia,Singapore,Food,Offline,Critical,2022-07-02,1196,2022-07-11,6685,50.82,24.98,339731.7,166991.3,172740.4
Africa,Morocco,Furniture,Offline,High,2025-10-09,1197,2025-10-17,9249,831.23,398.31,7688046.27,3683969.19,4004077.08
Europe,United Kingdom,Electronics,Offline,Critical,2026-05-18,1198,2026-05-21,7051,352.5,187.14,2485477.5,1319524.14,1165953.36
Asia,China,Clothing,Online,Critical,2023-11-09,1199,2023-11-17,4734,27.48,13.66,130090.32,64666.44,65423.88
Africa,South Africa,Food,Offline,High,2025-04-10,1200,2025-04-13,9048,25.61,14.8,231719.28,133910.4,97808.88
Asia,India,Food,Offline,Medium,2021-12-17,1201,2021-12-27,5955,330.93,235.76,1970688.15,1403950.8,566737.35
Oceania,Australia,Cosmetics,Offline,Low,2026-01-23,1202,2026-02-01,3066,99.78,62.74,305925.48,192360.84,113564.64
Oceania,Australia,Furniture,Offline,High,2022-03-09,1203,2022-03-16,2930,474.36,232.06,1389874.8,679935.8,709939.0
Africa,Morocco,Clothing,Online,Critical,2022-03-16,1204,2022-03-22,4384,172.66,102.9,756941.44,451113.6,305827.84
Oceania,New Zealand,Food,Offline,Critical,2024-11-23,1205,2024-11-24,6639,328.78,256.78,2182770.42,1704762.42,478008.0
Africa,Egypt,Clothing,Online,High,2026-04-01,1206,2026-04-11,7057,153.02,117.2,1079862.14,827080.4,252781.74
Oceania,Fiji,Furniture,Offline,Critical,2024-05-30,1207,2024-06-13,9571,998.1,484.13,9552815.1,4633608.23,4919206.87
Africa,Morocco,Clothing,Online,Low,2023-11-06,1208,2023-11-18,2695,962.94,755.68,2595123.3,2036557.6,558565.7
Africa,Egypt,Cosmetics,Offline,Low,2022-09-23,1209,2022-10-05,4731,535.19,412.05,2531983.89,1949408.55,582575.34
Oceania,Fiji,Electronics,Offline,High,2022-12-27,1210,2023-01-09,1154,536.13,389.76,618694.02,449783.04,168910.98
Europe,Germany,Cosmetics,Offline,Low,2024-08-19,1211,2024-08-26,9663,296.75,186.01,2867495.25,1797414.63,1070080.62
Europe,France,Electronics,Offline,Critical,2024-08-18,1212,2024-08-28,5470,756.63,372.99,4138766.1,2040255.3,2098510.8
Europe,United Kingdom,Office Supplies,Online,High,2026-06-14,1213,2026-06-16,6676,858.41,609.96,5730745.16,4072092.96,1658652.2
Oceania,New Zealand,Electronics,Online,High,2022-08-08,1214,2022-08-15,3377,409.98,258.56,1384502.46,873157.12,511345.34
North America,United States,Office Supplies,Offline,Medium,2025-01-19,1215,2025-01-20,7666,736.76,567.36,5648002.16,4349381.76,1298620.4
Oceania,Australia,Clothing,Online,Low,2023-04-10,1216,2023-04-17,5561,663.74,369.38,3691058.14,2054122.18,1636935.96
Asia,India,Furniture,Offline,Critical,2023-03-15,1217,2023-03-22,2552,242.95,132.03,620008.4,336940.56,283067.84
South America,Colombia,Electronics,Offline,Low,2021-12-23,1218,2022-01-01,4121,777.08,363.55,3202346.68,1498189.55,1704157.13
North America,Mexico,Food,Offline,Medium,2022-12-16,1219,2022-12-24,1987,893.85,547.85,1776079.95,1088577.95,687502.0
Oceania,New Zealand,Food,Offline,Critical,2026-04-18,1220,2026-05-01,7997,859.48,400.63,6873261.56,3203838.11,3669423.45
Asia,Singapore,Furniture,Offline,High,2024-07-09,1221,2024-07-10,1629,81.08,41.31,132079.32,67293.99,64785.33
Oceania,Fiji,Electronics,Offline,Medium,2021-12-10,1222,2021-12-12,2831,532.99,380.37,1508894.69,1076827.47,432067.22
North America,Canada,Cosmetics,Online,Medium,2024-03-11,1223,2024-03-12,5229,324.6,148.35,1697333.4,775722.15,921611.25
Africa,South Africa,Electronics,Offline,Critical,2022-02-18,1224,2022-02-22,238,726.07,449.48,172804.66,106976.24,65828.42
Europe,France,Cosmetics,Offline,High,2025-09-30,1225,2025-10-01,3070,436.1,282.46,1338827.0,867152.2,471674.8
Europe,Italy,Office Supplies,Online,Medium,2025-09-08,1226,2025-09-11,1817,120.62,86.29,219166.54,156788.93,62377.61
Europe,Italy,Office Supplies,Online,Critical,2023-02-23,1227,2023-03-01,7356,325.76,257.89,2396290.56,1897038.84,499251.72
Africa,Egypt,Food,Online,Low,2021-12-09,1228,2021-12-23,3516,235.57,118.87,828264.12,417946.92,410317.2
Africa,South Africa,Furniture,Offline,Critical,2022-06-11,1229,2022-06-19,1228,544.97,269.54,669223.16,330995.12,338228.04
South America,Argentina,Furniture,Offline,Critical,2021-10-14,1230,2021-10-27,4662,159.61,104.96,744101.82,489323.52,254778.3
Asia,India,Electronics,Online,Medium,2025-10-08,1231,2025-10-21,2666,133.97,99.61,357164.02,265560.26,91603.76
North America,United States,Cosmetics,Offline,Low,2025-02-07,1232,2025-02-09,2270,673.05,304.93,1527823.5,692191.1,835632.4
Europe,United Kingdom,Cosmetics,Offline,Critical,2024-05-18,1233,2024-06-01,7636,487.81,272.67,3724917.16,2082108.12,1642809.04
Europe,United Kingdom,Food,Offline,Medium,2023-01-09,1234,2023-01-21,3843,921.59,710.6,3541670.37,2730835.8,810834.57
Europe,France,Food,Offline,High,2026-07-08,1235,2026-07-19,1722,307.86,147.01,530134.92,253151.22,276983.7
Europe,Spain,Cosmetics,Offline,High,2022-11-26,1236,2022-11-30,8801,486.51,250.36,4281774.51,2203418.36,2078356.15
Africa,Egypt,Clothing,Offline,Low,2022-07-03,1237,2022-07-04,5028,766.66,495.58,3854766.48,2491776.24,1362990.24
Africa,South Africa,Office Supplies,Offline,Low,2026-02-08,1238,2026-02-19,3597,818.5,412.79,2944144.5,1484805.63,1459338.87
North America,United States,Cosmetics,Online,Medium,2024-01-22,1239,2024-02-03,2890,856.32,493.66,2474764.8,1426677.4,1048087.4
Europe,United Kingdom,Cosmetics,Offline,High,2026-06-13,1240,2026-06-21,1806,685.23,473.12,1237525.38,854454.72,383070.66
Asia,Singapore,Office Supplies,Offline,Critical,2024-09-04,1241,2024-09-11,4005,183.1,93.78,733315.5,375588.9,357726.6
Asia,South Korea,Electronics,Online,Medium,2023-01-01,1242,2023-01-15,594,257.46,187.77,152931.24,111535.38,41395.86
Oceania,Australia,Furniture,Offline,Critical,2022-08-25,1243,2022-09-06,6425,455.41,281.19,2926009.25,1806645.75,1119363.5
Asia,South Korea,Furniture,Offline,Critical,2023-10-04,1244,2023-10-17,1316,333.37,259.08,438714.92,340949.28,97765.64
Asia,South Korea,Office Supplies,Offline,High,2023-11-11,1245,2023-11-17,2073,450.21,261.71,933285.33,542524.83,390760.5
Europe,Spain,Office Supplies,Online,Medium,2024-03-27,1246,2024-03-29,8746,133.51,66.42,1167678.46,580909.32,586769.14
Africa,Nigeria,Food,Online,Critical,2024-01-21,1247,2024-02-01,1648,902.9,696.14,1487979.2,1147238.72,340740.48
Oceania,Fiji,Cosmetics,Online,Low,2023-11-14,1248,2023-11-15,4390,740.6,473.91,3251234.0,2080464.9,1170769.1
Asia,China,Furniture,Online,High,2024-10-05,1249,2024-10-15,1361,831.34,573.37,1131453.74,780356.57,351097.17
South America,Argentina,Clothing,Offline,Critical,2023-10-17,1250,2023-10-25,7679,833.31,612.4,6398987.49,4702619.6,1696367.89
Oceania,Fiji,Cosmetics,Online,High,2022-06-06,1251,2022-06-12,931,120.51,70.41,112194.81,65551.71,46643.1
South America,Chile,Office Supplies,Online,High,2023-08-24,1252,2023-09-03,5187,141.88,66.63,735931.56,345609.81,390321.75
South America,Chile,Food,Online,Critical,2024-08-31,1253,2024-09-05,5626,272.36,156.29,1532297.36,879287.54,653009.82
Asia,China,Furniture,Offline,Low,2024-04-26,1254,2024-05-03,6385,813.64,371.19,5195091.4,2370048.15,2825043.25
Oceania,Australia,Food,Online,Critical,2024-04-27,1255,2024-05-08,9570,128.7,61.7,1231659.0,590469.0,641190.0
Africa,Kenya,Clothing,Online,Medium,2026-06-19,1256,2026-06-21,6479,978.32,754.7,6338535.28,4889701.3,1448833.98
Oceania,Fiji,Office Supplies,Online,High,2025-08-09,1257,2025-08-21,2649,948.36,566.16,2512205.64,1499757.84,1012447.8
Oceania,New Zealand,Food,Online,Critical,2023-05-12,1258,2023-05-19,8773,471.8,310.56,4139101.4,2724542.88,1414558.52
Oceania,Fiji,Food,Offline,Low,2026-06-15,1259,2026-06-22,5002,99.76,76.74,498999.52,383853.48,115146.04
Africa,Kenya,Clothing,Online,High,2023-09-04,1260,2023-09-07,9483,567.04,367.23,5377240.32,3482442.09,1894798.23
Europe,Germany,Cosmetics,Offline,High,2024-10-28,1261,2024-11-08,5790,664.61,359.75,3848091.9,2082952.5,1765139.4
North America,Canada,Cosmetics,Offline,Medium,2022-08-09,1262,2022-08-22,8385,506.33,370.79,4245577.05,3109074.15,1136502.9
Europe,Italy,Office Supplies,Online,Critical,2024-01-11,1263,2024-01-17,7245,578.19,452.58,4188986.55,3278942.1,910044.45
Europe,Italy,Furniture,Online,Critical,2023-12-10,1264,2023-12-19,5202,782.54,365.51,4070773.08,1901383.02,2169390.06
Europe,France,Office Supplies,Offline,Medium,2022-02-20,1265,2022-02-21,6355,674.58,445.48,4286955.9,2831025.4,1455930.5
Oceania,Australia,Cosmetics,Offline,Critical,2024-01-13,1266,2024-01-20,1139,551.2,386.48,627816.8,440200.72,187616.08
Oceania,Australia,Furniture,Offline,Critical,2023-06-01,1267,2023-06-09,4418,123.59,95.15,546020.62,420372.7,125647.92
South America,Colombia,Cosmetics,Offline,High,2022-03-22,1268,2022-03-30,6703,683.48,486.39,4581366.44,3260272.17,1321094.27
Oceania,Australia,Electronics,Offline,High,2025-10-20,1269,2025-10-28,1878,402.05,227.83,755049.9,427864.74,327185.16
Asia,China,Cosmetics,Online,Low,2023-11-02,1270,2023-11-11,765,925.41,673.1,707938.65,514921.5,193017.15
Africa,Egypt,Furniture,Offline,Critical,2023-07-30,1271,2023-08-12,9861,881.0,521.86,8687541.0,5146061.46,3541479.54
Africa,Nigeria,Furniture,Online,Medium,2022-07-31,1272,2022-08-12,297,735.41,400.8,218416.77,119037.6,99379.17
Asia,China,Cosmetics,Online,Critical,2022-02-23,1273,2022-02-28,4490,85.61,44.92,384388.9,201690.8,182698.1
North America,United States,Furniture,Online,Low,2024-08-28,1274,2024-08-29,7856,480.36,281.86,3773708.16,2214292.16,1559416.0
Africa,Egypt,Food,Online,Low,2022-03-03,1275,2022-03-09,2943,501.4,237.21,1475620.2,698109.03,777511.17
Oceania,Australia,Food,Offline,Low,2022-06-19,1276,2022-06-20,8645,636.33,352.0,5501072.85,3043040.0,2458032.85
Oceania,Fiji,Cosmetics,Online,Low,2022-04-19,1277,2022-05-01,5165,183.68,93.16,948707.2,481171.4,467535.8
Europe,Germany,Office Supplies,Online,High,2022-10-28,1278,2022-11-06,6026,10.18,5.9,61344.68,35553.4,25791.28
Asia,Japan,Office Supplies,Offline,High,2022-02-17,1279,2022-02-19,5882,715.86,406.94,4210688.52,2393621.08,1817067.44
Asia,China,Furniture,Offline,Medium,2025-08-07,1280,2025-08-12,1465,751.87,547.81,1101489.55,802541.65,298947.9
North America,United States,Food,Online,Low,2025-05-12,1281,2025-05-22,3401,144.63,65.37,491886.63,222323.37,269563.26
North America,Mexico,Furniture,Online,High,2022-11-16,1282,2022-11-17,8034,486.13,238.77,3905568.42,1918278.18,1987290.24
South America,Argentina,Furniture,Online,High,2024-04-16,1283,2024-04-29,8592,150.39,119.44,1292150.88,1026228.48,265922.4
Africa,Nigeria,Food,Offline,High,2021-12-06,1284,2021-12-17,184,240.64,112.9,44277.76,20773.6,23504.16
North America,Canada,Furniture,Offline,High,2024-07-25,1285,2024-08-06,3436,706.8,481.57,2428564.8,1654674.52,773890.28
Africa,South Africa,Cosmetics,Offline,High,2024-10-26,1286,2024-11-06,8422,454.82,283.11,3830494.04,2384352.42,1446141.62
Europe,France,Clothing,Online,Critical,2022-09-07,1287,2022-09-10,7167,582.59,315.97,4175422.53,2264556.99,1910865.54
Africa,Nigeria,Cosmetics,Online,High,2026-06-17,1288,2026-06-22,1733,882.93,690.14,1530117.69,1196012.62,334105.07
South America,Argentina,Furniture,Online,Critical,2024-03-11,1289,2024-03-19,8105,962.88,467.78,7804142.4,3791356.9,4012785.5
Europe,Germany,Cosmetics,Online,Critical,2021-09-11,1290,2021-09-17,8931,454.71,313.93,4061015.01,2803708.83,1257306.18
South America,Colombia,Food,Online,Critical,2021-08-23,1291,2021-09-01,9114,537.38,367.26,4897681.32,3347207.64,1550473.68
Oceania,New Zealand,Electronics,Offline,Low,2025-12-20,1292,2025-12-24,28,761.62,416.31,21325.36,11656.68,9668.68
Europe,Spain,Clothing,Offline,Medium,2025-03-21,1293,2025-03-25,2971,387.11,301.86,1150103.81,896826.06,253277.75
South America,Colombia,Furniture,Offline,Medium,2022-09-12,1294,2022-09-16,5510,338.04,213.32,1862600.4,1175393.2,687207.2
Europe,Italy,Furniture,Offline,Low,2023-05-19,1295,2023-05-24,311,915.8,624.04,284813.8,194076.44,90737.36
South America,Chile,Furniture,Online,Low,2024-01-23,1296,2024-01-25,1079,375.65,248.63,405326.35,268271.77,137054.58
Oceania,New Zealand,Food,Offline,Low,2023-08-24,1297,2023-08-26,324,113.57,72.29,36796.68,23421.96,13374.72
South America,Brazil,Food,Offline,High,2025-12-16,1298,2025-12-28,9631,756.05,527.17,7281517.55,5077174.27,2204343.28
Oceania,Fiji,Electronics,Online,Medium,2026-02-13,1299,2026-02-17,4223,884.11,695.64,3733596.53,2937687.72,795908.81
Europe,United Kingdom,Office Supplies,Online,Critical,2022-03-08,1300,2022-03-15,5456,576.64,297.87,3146147.84,1625178.72,1520969.12
Oceania,New Zealand,Electronics,Online,Critical,2021-10-11,1301,2021-10-13,9615,185.88,122.83,1787236.2,1181010.45,606225.75
Africa,Nigeria,Food,Online,Critical,2024-08-28,1302,2024-08-29,2908,152.69,81.02,444022.52,235606.16,208416.36
Africa,South Africa,Clothing,Offline,Low,2023-10-04,1303,2023-10-15,8844,290.75,149.33,2571393.0,1320674.52,1250718.48
North America,Canada,Furniture,Online,Medium,2023-11-01,1304,2023-11-02,2560,200.06,96.72,512153.6,247603.2,264550.4
Asia,Singapore,Electronics,Online,High,2023-11-24,1305,2023-12-04,4856,935.36,738.67,4542108.16,3586981.52,955126.64
South America,Brazil,Clothing,Online,Critical,2025-09-21,1306,2025-09-27,8299,639.44,396.85,5306712.56,3293458.15,2013254.41
Africa,Kenya,Furniture,Offline,Low,2025-03-14,1307,2025-03-24,9281,688.8,473.0,6392752.8,4389913.0,2002839.8
South America,Brazil,Office Supplies,Offline,Medium,2025-02-10,1308,2025-02-14,9604,613.7,453.03,5893974.8,4350900.12,1543074.68
South America,Brazil,Electronics,Online,Low,2022-02-20,1309,2022-02-25,166,513.87,273.86,85302.42,45460.76,39841.66
Asia,Japan,Clothing,Online,Medium,2022-02-18,1310,2022-02-28,8151,143.55,112.11,1170076.05,913808.61,256267.44
Asia,China,Electronics,Offline,High,2021-08-08,1311,2021-08-12,6670,778.36,515.27,5191661.2,3436850.9,1754810.3
Oceania,Australia,Food,Offline,Critical,2022-07-06,1312,2022-07-13,3978,320.61,216.65,1275386.58,861833.7,413552.88
North America,Canada,Office Supplies,Offline,Medium,2024-08-29,1313,2024-09-08,7743,952.15,630.79,7372497.45,4884206.97,2488290.48
Europe,United Kingdom,Furniture,Offline,Critical,2025-09-02,1314,2025-09-10,9670,696.52,536.45,6735348.4,5187471.5,1547876.9
North America,Canada,Food,Offline,Low,2021-10-18,1315,2021-10-31,5083,365.17,251.62,1856159.11,1278984.46,577174.65
North America,United States,Clothing,Offline,Medium,2025-05-23,1316,2025-05-24,198,844.99,506.41,167308.02,100269.18,67038.84
North America,Canada,Food,Online,Low,2023-06-28,1317,2023-06-30,6327,177.13,97.63,1120701.51,617705.01,502996.5
Asia,Japan,Furniture,Online,High,2025-02-24,1318,2025-03-07,466,706.11,366.34,329047.26,170714.44,158332.82
North America,United States,Food,Offline,High,2024-01-31,1319,2024-02-10,3029,552.53,286.04,1673613.37,866415.16,807198.21
South America,Argentina,Cosmetics,Online,Low,2025-12-13,1320,2025-12-24,5617,686.6,488.58,3856632.2,2744353.86,1112278.34
Europe,Spain,Office Supplies,Offline,Low,2025-01-07,1321,2025-01-19,1596,943.05,499.57,1505107.8,797313.72,707794.08
Oceania,New Zealand,Cosmetics,Online,High,2024-02-05,1322,2024-02-18,2777,627.39,285.53,1742262.03,792916.81,949345.22
